sample_id,writer_id,source_path,set_id,line_id,prompt_reference,reference,gt_text,gt_status,gt_source,flat_image_path,image_path,crop_x0,crop_y0,crop_x1,crop_y1,line_has_handwriting,line_status,line_exportable,line_ink_pixels,line_ink_ratio,line_ink_bbox_area,line_ink_bbox_ratio,needs_review,sex,difficulty,difficulty_group,checkbox_sex_female_density,checkbox_sex_male_density,checkbox_difficulty_none_density,checkbox_difficulty_dysgraphia_density,checkbox_difficulty_other_density,checkbox_sex_female_extra_density,checkbox_sex_male_extra_density,checkbox_difficulty_none_extra_density,checkbox_difficulty_dysgraphia_extra_density,checkbox_difficulty_other_extra_density,sex_conflict,difficulty_conflict,birth_year,birth_year_status,split,reviewed,review_status,review_note,review_updated_at
018_p01_A_l02,018_p01,C:\Magisterka\Formularze\raw_examples\018.pdf,A,2,"Mężny bądź, chroń pułk twój i sześć flag.","Mężny bądź, chroń pułk twój i sześć flag","Mężny bądź, chroń pułk twój i sześć flag",ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l02.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l02.png,187,1366,2300,1553,True,filled,True,10856,0.027474432529971,193200,0.4889517653638919,False,mezczyzna,nie,nie,0.0,0.3809523809523809,0.44,0.05,0.0,0.0021212121212121,0.0236244019138755,0.0424984875983061,0.0096793708408953,0.0085823754789272,False,False,2010.0,manual,val,True,validated,,2026-05-17T16:46:09
018_p01_A_l03,018_p01,C:\Magisterka\Formularze\raw_examples\018.pdf,A,3,Pchnąć w tę łódź jeża lub ośm skrzyń.,Pchnąć w tę łódź jeża lub ośm skrzyń,Pchnąć w tę łódź jeża lub ośm skrzyń,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l03.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l03.png,187,1640,2300,1828,True,filled,True,10041,0.0252766561609489,205092,0.5162872189384862,False,mezczyzna,nie,nie,0.0,0.3809523809523809,0.44,0.05,0.0,0.0021212121212121,0.0236244019138755,0.0424984875983061,0.0096793708408953,0.0085823754789272,False,False,2010.0,manual,val,True,validated,,2026-05-17T16:46:09
018_p01_A_l04,018_p01,C:\Magisterka\Formularze\raw_examples\018.pdf,A,4,"„Bywam, a może nie bywam? Oto jest pytanie!”","„Bywam, a może nie bywam? Oto jest pytanie!”","„Bywam, a może nie bywam? Oto jest pytanie!”",ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l04.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l04.png,187,1915,2300,2103,True,filled,True,11825,0.0297675987554248,194205,0.4888808893274662,False,mezczyzna,nie,nie,0.0,0.3809523809523809,0.44,0.05,0.0,0.0021212121212121,0.0236244019138755,0.0424984875983061,0.0096793708408953,0.0085823754789272,False,False,2010.0,manual,val,True,validated,,2026-05-17T16:46:09
018_p01_A_l05,018_p01,C:\Magisterka\Formularze\raw_examples\018.pdf,A,5,Stary zegar w wieży wybił właśnie godzinę dziewiątą.,Stary zegar w wieży wybił właśnie godzinę dziewiątą.,Stary zegar w wieży wybił właśnie godzinę dziewiątą.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l05.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l05.png,187,2190,2300,2378,True,filled,True,13603,0.034243437282879,158970,0.4001822557420628,False,mezczyzna,nie,nie,0.0,0.3809523809523809,0.44,0.05,0.0,0.0021212121212121,0.0236244019138755,0.0424984875983061,0.0096793708408953,0.0085823754789272,False,False,2010.0,manual,val,True,validated,,2026-05-17T16:46:09
018_p01_A_l06,018_p01,C:\Magisterka\Formularze\raw_examples\018.pdf,A,6,Miecz. Na plecach. Dlaczego masz na plecach miecz?,Miecz. Na plecach. Dlaczego masz na plecach miecz?,Miecz. Na plecach. Dlaczego masz na plecach miecz?,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l06.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l06.png,187,2465,2300,2652,True,filled,True,13038,0.0329966517433458,142631,0.3609714246667561,False,mezczyzna,nie,nie,0.0,0.3809523809523809,0.44,0.05,0.0,0.0021212121212121,0.0236244019138755,0.0424984875983061,0.0096793708408953,0.0085823754789272,False,False,2010.0,manual,val,True,validated,,2026-05-17T16:46:09
018_p01_A_l07,018_p01,C:\Magisterka\Formularze\raw_examples\018.pdf,A,7,Żółw powoli przeszedł przez krętą ścieżkę w wilgotnym lesie.,Żółw powoli przeszedł przez krętą ścieżkę w wilgotnym lesie.,Żółw powoli przeszedł przez krętą ścieżkę w wilgotnym lesie.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l07.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l07.png,187,2740,2300,2927,True,filled,True,14620,0.0370003872133545,171307,0.433544824374701,False,mezczyzna,nie,nie,0.0,0.3809523809523809,0.44,0.05,0.0,0.0021212121212121,0.0236244019138755,0.0424984875983061,0.0096793708408953,0.0085823754789272,False,False,2010.0,manual,val,True,validated,,2026-05-17T16:46:09
018_p01_A_l08,018_p01,C:\Magisterka\Formularze\raw_examples\018.pdf,A,8,UWAGA: SYSTEM WYMAGA AKTUALIZACJI.,UWAGA: SYSTEM WYMAGA AKTUALIZACJI.,UWAGA: SYSTEM WYMAGA AKTUALIZACJI.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l08.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\018_p01_A_l08.png,187,3014,2300,3202,True,filled,True,15621,0.0393234384912044,168935,0.4252675937207358,False,mezczyzna,nie,nie,0.0,0.3809523809523809,0.44,0.05,0.0,0.0021212121212121,0.0236244019138755,0.0424984875983061,0.0096793708408953,0.0085823754789272,False,False,2010.0,manual,val,True,validated,,2026-05-17T16:46:09
019_p01_A_l01,019_p01,C:\Magisterka\Formularze\raw_examples\019.pdf,A,1,"Litwo, Ojczyzno moja! Ty jesteś jak zdrowie.","Litwo, Ojczyzno moja! Ty jesteś jak zdrowie.","Litwo, Ojczyzno moja! Ty jesteś jak zdrowie.",ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l01.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l01.png,187,1091,2300,1279,True,filled,True,13047,0.0328437937388607,161760,0.4072056469071905,False,mezczyzna,nie,nie,0.0476190476190476,0.3904761904761905,0.4666666666666667,0.0,0.0,0.0001515151515151,0.027212918660287,0.0529340592861464,0.013611615245009,0.0081226053639846,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:47:10
019_p01_A_l02,019_p01,C:\Magisterka\Formularze\raw_examples\019.pdf,A,2,"Mężny bądź, chroń pułk twój i sześć flag.","Mężny bądź, chroń pułk twój i sześć flag.","Mężny bądź, chroń pułk twój i sześć flag.",ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l02.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l02.png,187,1366,2300,1553,True,filled,True,12452,0.0315135992873249,190872,0.4830600484396314,False,mezczyzna,nie,nie,0.0476190476190476,0.3904761904761905,0.4666666666666667,0.0,0.0,0.0001515151515151,0.027212918660287,0.0529340592861464,0.013611615245009,0.0081226053639846,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:47:10
019_p01_A_l03,019_p01,C:\Magisterka\Formularze\raw_examples\019.pdf,A,3,Pchnąć w tę łódź jeża lub ośm skrzyń.,Pchnąć w tę łódź jeża lub ośm skrzyń.,Pchnąć w tę łódź jeża lub ośm skrzyń.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l03.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l03.png,187,1640,2300,1828,True,filled,True,10828,0.0272578062853057,231375,0.5824505845273937,False,mezczyzna,nie,nie,0.0476190476190476,0.3904761904761905,0.4666666666666667,0.0,0.0,0.0001515151515151,0.027212918660287,0.0529340592861464,0.013611615245009,0.0081226053639846,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:47:10
019_p01_A_l04,019_p01,C:\Magisterka\Formularze\raw_examples\019.pdf,A,4,"„Bywam, a może nie bywam? Oto jest pytanie!”","„Bywam, a może nie bywam? Oto jest pytanie!”","„Bywam, a może nie bywam? Oto jest pytanie!”",ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l04.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l04.png,187,1915,2300,2103,True,filled,True,16896,0.0425330527333326,212288,0.5344020299866077,False,mezczyzna,nie,nie,0.0476190476190476,0.3904761904761905,0.4666666666666667,0.0,0.0,0.0001515151515151,0.027212918660287,0.0529340592861464,0.013611615245009,0.0081226053639846,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:47:10
019_p01_A_l05,019_p01,C:\Magisterka\Formularze\raw_examples\019.pdf,A,5,Stary zegar w wieży wybił właśnie godzinę dziewiątą.,Stary zegar w wieży wybił właśnie godzinę dziewiątą.,Stary zegar w wieży wybił właśnie godzinę dziewiątą.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l05.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l05.png,187,2190,2300,2378,True,filled,True,18107,0.0455815569272286,245874,0.6189495624855252,False,mezczyzna,nie,nie,0.0476190476190476,0.3904761904761905,0.4666666666666667,0.0,0.0,0.0001515151515151,0.027212918660287,0.0529340592861464,0.013611615245009,0.0081226053639846,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:47:10
019_p01_A_l06,019_p01,C:\Magisterka\Formularze\raw_examples\019.pdf,A,6,Miecz. Na plecach. Dlaczego masz na plecach miecz?,Miecz. Na plecach. Dlaczego masz na plecach miecz?,Miecz. Na plecach. Dlaczego masz na plecach miecz?,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l06.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l06.png,187,2465,2300,2652,True,filled,True,15127,0.0382835059764989,197358,0.4994748577054192,False,mezczyzna,nie,nie,0.0476190476190476,0.3904761904761905,0.4666666666666667,0.0,0.0,0.0001515151515151,0.027212918660287,0.0529340592861464,0.013611615245009,0.0081226053639846,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:47:10
019_p01_A_l07,019_p01,C:\Magisterka\Formularze\raw_examples\019.pdf,A,7,Żółw powoli przeszedł przez krętą ścieżkę w wilgotnym lesie.,Żółw powoli przeszedł przez krętą ścieżkę w wilgotnym lesie,Żółw powoli przeszedł przez krętą ścieżkę w wilgotnym lesie,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l07.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l07.png,187,2740,2300,2927,True,filled,True,18193,0.0460429579050998,238680,0.6040528331110442,False,mezczyzna,nie,nie,0.0476190476190476,0.3904761904761905,0.4666666666666667,0.0,0.0,0.0001515151515151,0.027212918660287,0.0529340592861464,0.013611615245009,0.0081226053639846,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:47:10
019_p01_A_l08,019_p01,C:\Magisterka\Formularze\raw_examples\019.pdf,A,8,UWAGA: SYSTEM WYMAGA AKTUALIZACJI.,UWAGA: SYSTEM WYMAGA AKTUALIZACJI,UWAGA: SYSTEM WYMAGA AKTUALIZACJI,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l08.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\019_p01_A_l08.png,187,3014,2300,3202,True,filled,True,17856,0.0449497034568174,287452,0.7236157122574538,False,mezczyzna,nie,nie,0.0476190476190476,0.3904761904761905,0.4666666666666667,0.0,0.0,0.0001515151515151,0.027212918660287,0.0529340592861464,0.013611615245009,0.0081226053639846,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:47:10
020_p01_A_l01,020_p01,C:\Magisterka\Formularze\raw_examples\020.pdf,A,1,"Litwo, Ojczyzno moja! Ty jesteś jak zdrowie.","Litwo, Ojczyzno moja! Ty jesteś jak zdrowie.","Litwo, Ojczyzno moja! Ty jesteś jak zdrowie.",ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l01.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l01.png,187,1091,2300,1279,True,filled,True,17373,0.0437338260615641,208680,0.5253194510175107,False,mezczyzna,nie,nie,0.0,0.3619047619047619,0.31,0.05,0.0,0.0,0.0547248803827751,0.0524803387779794,0.0124016938898971,0.0073563218390804,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:50:22
020_p01_A_l02,020_p01,C:\Magisterka\Formularze\raw_examples\020.pdf,A,2,"Mężny bądź, chroń pułk twój i sześć flag.","Mężny bądź, chroń pułk twój i sześć flag","Mężny bądź, chroń pułk twój i sześć flag",ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l02.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l02.png,187,1366,2300,1553,True,filled,True,18434,0.0466528822086852,262570,0.6645137941594054,False,mezczyzna,nie,nie,0.0,0.3619047619047619,0.31,0.05,0.0,0.0,0.0547248803827751,0.0524803387779794,0.0124016938898971,0.0073563218390804,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:50:22
020_p01_A_l03,020_p01,C:\Magisterka\Formularze\raw_examples\020.pdf,A,3,Pchnąć w tę łódź jeża lub ośm skrzyń.,Pchnąć w tę łódź jeża lub ośm skrzyń,Pchnąć w tę łódź jeża lub ośm skrzyń,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l03.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l03.png,187,1640,2300,1828,True,filled,True,14515,0.0365392554701896,237888,0.598846049279536,False,mezczyzna,nie,nie,0.0,0.3619047619047619,0.31,0.05,0.0,0.0,0.0547248803827751,0.0524803387779794,0.0124016938898971,0.0073563218390804,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:50:22
020_p01_A_l04,020_p01,C:\Magisterka\Formularze\raw_examples\020.pdf,A,4,"„Bywam, a może nie bywam? Oto jest pytanie!”","„Bywam, a może nie bywam? Oto jest pytanie!”","„Bywam, a może nie bywam? Oto jest pytanie!”",ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l04.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l04.png,187,1915,2300,2103,True,filled,True,19642,0.0494456807403006,220037,0.5539089325452367,False,mezczyzna,nie,nie,0.0,0.3619047619047619,0.31,0.05,0.0,0.0,0.0547248803827751,0.0524803387779794,0.0124016938898971,0.0073563218390804,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:50:22
020_p01_A_l05,020_p01,C:\Magisterka\Formularze\raw_examples\020.pdf,A,5,Stary zegar w wieży wybił właśnie godzinę dziewiątą.,Stary zegar w wieży wybił właśnie godzinę dziewiątą.,Stary zegar w wieży wybił właśnie godzinę dziewiątą.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l05.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l05.png,187,2190,2300,2378,True,filled,True,22020,0.0554319259699328,255970,0.6443646725941738,False,mezczyzna,nie,nie,0.0,0.3619047619047619,0.31,0.05,0.0,0.0,0.0547248803827751,0.0524803387779794,0.0124016938898971,0.0073563218390804,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:50:22
020_p01_A_l06,020_p01,C:\Magisterka\Formularze\raw_examples\020.pdf,A,6,Miecz. Na plecach. Dlaczego masz na plecach miecz?,Miecz. Na plecach. Dlaczego masz na plecach miecz?,Miecz. Na plecach. Dlaczego masz na plecach miecz?,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l06.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l06.png,187,2465,2300,2652,True,filled,True,19570,0.049527878096125,281358,0.7120625817766766,False,mezczyzna,nie,nie,0.0,0.3619047619047619,0.31,0.05,0.0,0.0,0.0547248803827751,0.0524803387779794,0.0124016938898971,0.0073563218390804,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:50:22
020_p01_A_l07,020_p01,C:\Magisterka\Formularze\raw_examples\020.pdf,A,7,Żółw powoli przeszedł przez krętą ścieżkę w wilgotnym lesie.,Żółw powoli przeszedł przez krętą ścieżkę w wilgotnym lesie,Żółw powoli przeszedł przez krętą ścieżkę w wilgotnym lesie,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l07.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l07.png,187,2740,2300,2927,True,filled,True,20120,0.050919821527544,276210,0.6990339912585952,False,mezczyzna,nie,nie,0.0,0.3619047619047619,0.31,0.05,0.0,0.0,0.0547248803827751,0.0524803387779794,0.0124016938898971,0.0073563218390804,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:50:22
020_p01_A_l08,020_p01,C:\Magisterka\Formularze\raw_examples\020.pdf,A,8,UWAGA: SYSTEM WYMAGA AKTUALIZACJI.,UWAGA: SYSTEM WYMAGA AKTUALIZACJI,UWAGA: SYSTEM WYMAGA AKTUALIZACJI,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l08.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\020_p01_A_l08.png,187,3014,2300,3202,True,filled,True,17261,0.0434518834771576,243032,0.6117952694062088,False,mezczyzna,nie,nie,0.0,0.3619047619047619,0.31,0.05,0.0,0.0,0.0547248803827751,0.0524803387779794,0.0124016938898971,0.0073563218390804,False,False,2010.0,manual,test,True,validated,,2026-05-17T16:50:22
021_p01_B_l01,021_p01,C:\Magisterka\Formularze\raw_examples\021.pdf,B,1,W odległości około 10 metrów od burty woda zakotłowała się.,W odległości około 10 metrów od burty woda zakotłowała sie,W odległości około 10 metrów od burty woda zakotłowała sie,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l01.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l01.png,187,1091,2300,1279,True,filled,True,13382,0.0336871041475768,262128,0.6598664800475275,False,mezczyzna,nie,nie,0.1994047619047619,0.4063492063492063,0.28,0.1,0.05,0.0204545454545454,0.0354366028708134,0.0367513611615245,0.0074107683000604,0.0,False,False,2010.0,manual,train,True,validated,,2026-05-17T16:53:57
021_p01_B_l02,021_p01,C:\Magisterka\Formularze\raw_examples\021.pdf,B,2,Mieć pół miliona i nie mieć pół miliona — to cały milion.,Mieć pół miliona i nie mieć pół miliona — to cały milion,Mieć pół miliona i nie mieć pół miliona — to cały milion,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l02.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l02.png,187,1366,2300,1553,True,filled,True,10614,0.0268619774201467,240370,0.6083298956548587,False,mezczyzna,nie,nie,0.1994047619047619,0.4063492063492063,0.28,0.1,0.05,0.0204545454545454,0.0354366028708134,0.0367513611615245,0.0074107683000604,0.0,False,False,2010.0,manual,train,True,validated,,2026-05-17T16:53:57
021_p01_B_l03,021_p01,C:\Magisterka\Formularze\raw_examples\021.pdf,B,3,„Bóg nie gra w kości” — powiedział kiedyś Einstein.,„Bóg nie gra w kości” — powiedział kiedyś Einstein,„Bóg nie gra w kości” — powiedział kiedyś Einstein,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l03.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l03.png,187,1640,2300,1828,True,filled,True,11509,0.0289721178922777,245875,0.6189520798300289,False,mezczyzna,nie,nie,0.1994047619047619,0.4063492063492063,0.28,0.1,0.05,0.0204545454545454,0.0354366028708134,0.0367513611615245,0.0074107683000604,0.0,False,False,2010.0,manual,train,True,validated,,2026-05-17T16:53:57
021_p01_B_l04,021_p01,C:\Magisterka\Formularze\raw_examples\021.pdf,B,4,Kontakt: user_01@poczta.pl (tel: +48 123 456 789).,Kontakt: user_01@poczta.pl (tel: +48 123 456 789).,Kontakt: user_01@poczta.pl (tel: +48 123 456 789).,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l04.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l04.png,187,1915,2300,2103,True,filled,True,14440,0.0363504546324173,209508,0.5274038122665163,False,mezczyzna,nie,nie,0.1994047619047619,0.4063492063492063,0.28,0.1,0.05,0.0204545454545454,0.0354366028708134,0.0367513611615245,0.0074107683000604,0.0,False,False,2010.0,manual,train,True,validated,,2026-05-17T16:53:57
021_p01_B_l05,021_p01,C:\Magisterka\Formularze\raw_examples\021.pdf,B,5,Spotkanie rozpoczęło się o 18:45 w sali nr 3.,Spotkanie rozpczęło się o 18:45 w sali nr 3.,Spotkanie rozpczęło się o 18:45 w sali nr 3.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l05.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l05.png,187,2190,2300,2378,True,filled,True,10692,0.026915447432812,187340,0.4715993193100462,False,mezczyzna,nie,nie,0.1994047619047619,0.4063492063492063,0.28,0.1,0.05,0.0204545454545454,0.0354366028708134,0.0367513611615245,0.0074107683000604,0.0,False,False,2010.0,manual,train,True,validated,,2026-05-17T16:53:57
021_p01_B_l06,021_p01,C:\Magisterka\Formularze\raw_examples\021.pdf,B,6,Eksperyment rozpoczął się o godzinie 14:35.,Eksperyment rozpoczął się o godzinie 14:35.,Eksperyment rozpoczął się o godzinie 14:35.,exclude,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l06.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l06.png,187,2465,2300,2652,True,filled,False,10216,0.0258547165370472,224554,0.5683026641797277,False,mezczyzna,nie,nie,0.1994047619047619,0.4063492063492063,0.28,0.1,0.05,0.0204545454545454,0.0354366028708134,0.0367513611615245,0.0074107683000604,0.0,False,False,2010.0,manual,train,True,validated,,2026-05-17T16:53:57
021_p01_B_l07,021_p01,C:\Magisterka\Formularze\raw_examples\021.pdf,B,7,"Średnia prędkość wyniosła 3,5 m/s.","Średnia prędkość wyniosła 3,5 m/s","Średnia prędkość wyniosła 3,5 m/s",ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l07.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l07.png,187,2740,2300,2927,True,filled,True,6833,0.0172929990307012,270368,0.6842490212106871,False,mezczyzna,nie,nie,0.1994047619047619,0.4063492063492063,0.28,0.1,0.05,0.0204545454545454,0.0354366028708134,0.0367513611615245,0.0074107683000604,0.0,False,False,2010.0,manual,train,True,validated,,2026-05-17T16:53:57
021_p01_B_l08,021_p01,C:\Magisterka\Formularze\raw_examples\021.pdf,B,8,PROGRAM WYŚWIETLIŁ KOMUNIKAT ERROR #404.,Program wyświetlił komunikat Error #404,Program wyświetlił komunikat Error #404,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l08.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\021_p01_B_l08.png,187,3014,2300,3202,True,filled,True,9571,0.0240935042442428,208980,0.5260746543685997,False,mezczyzna,nie,nie,0.1994047619047619,0.4063492063492063,0.28,0.1,0.05,0.0204545454545454,0.0354366028708134,0.0367513611615245,0.0074107683000604,0.0,False,False,2010.0,manual,train,True,validated,,2026-05-17T16:53:57
022_p01_B_l01,022_p01,C:\Magisterka\Formularze\raw_examples\022.pdf,B,1,W odległości około 10 metrów od burty woda zakotłowała się.,W odległości około 10 metrów od burty woda zakotłowała się.,W odległości około 10 metrów od burty woda zakotłowała się.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\022_p01_B_l01.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\022_p01_B_l01.png,187,1091,2300,1279,True,filled,True,24079,0.060615138302907,363298,0.9145462234797757,False,kobieta,nie,nie,0.4434523809523809,0.1746031746031746,0.34,0.1366666666666666,0.05,0.0537878787878787,0.0173444976076555,0.0355414398064125,0.0131578947368421,0.0,False,False,2009.0,manual,train,True,validated,,2026-05-17T16:55:42
022_p01_B_l02,022_p01,C:\Magisterka\Formularze\raw_examples\022.pdf,B,2,Mieć pół miliona i nie mieć pół miliona — to cały milion.,Mieć pół miliona i nie mieć pół miliona — to cały milion.,Mieć pół miliona i nie mieć pół miliona — to cały milion.,exclude,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\022_p01_B_l02.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\022_p01_B_l02.png,187,1366,2300,1553,True,filled,False,15697,0.0397260655326967,290460,0.7350979801635407,False,kobieta,nie,nie,0.4434523809523809,0.1746031746031746,0.34,0.1366666666666666,0.05,0.0537878787878787,0.0173444976076555,0.0355414398064125,0.0131578947368421,0.0,False,False,2009.0,manual,train,True,validated,,2026-05-17T16:55:42
022_p01_B_l03,022_p01,C:\Magisterka\Formularze\raw_examples\022.pdf,B,3,„Bóg nie gra w kości” — powiedział kiedyś Einstein.,„Bóg nie gra w kości” — powiedział kiedyś Einstein.,„Bóg nie gra w kości” — powiedział kiedyś Einstein.,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\022_p01_B_l03.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\022_p01_B_l03.png,187,1640,2300,1828,True,filled,True,17695,0.044544410991733,269360,0.6780719154977797,False,kobieta,nie,nie,0.4434523809523809,0.1746031746031746,0.34,0.1366666666666666,0.05,0.0537878787878787,0.0173444976076555,0.0355414398064125,0.0131578947368421,0.0,False,False,2009.0,manual,train,True,validated,,2026-05-17T16:55:42
022_p01_B_l04,022_p01,C:\Magisterka\Formularze\raw_examples\022.pdf,B,4,Kontakt: user_01@poczta.pl (tel: +48 123 456 789).,Kontakt: user_01@poczta.pl (tel: +48 123 456 789).,Kontakt: user_01@poczta.pl (tel: +48 123 456 789).,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\022_p01_B_l04.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\022_p01_B_l04.png,187,1915,2300,2103,True,filled,True,17827,0.0448767004662122,268806,0.6766773066427687,False,kobieta,nie,nie,0.4434523809523809,0.1746031746031746,0.34,0.1366666666666666,0.05,0.0537878787878787,0.0173444976076555,0.0355414398064125,0.0131578947368421,0.0,False,False,2009.0,manual,train,True,validated,,2026-05-17T16:55:42
022_p01_B_l05,022_p01,C:\Magisterka\Formularze\raw_examples\022.pdf,B,5,Spotkanie rozpoczęło się o 18:45 w sali nr 3.,Spotkanie rozpoczęło się o 18:45 w sali nr 3,Spotkanie rozpoczęło się o 18:45 w sali nr 3,ok,review_app,C:\Magisterka\Formularze\processed_320_check\lines_flat\022_p01_B_l05.png,C:\Magisterka\Formularze\processed_320_check\lines_flat\022_p01_B_l05.png,187,2190,2300,2378,True,filled,True,17698,0.0445519630252439,255143,0.6422828286896718,False,kobieta,nie,nie,0.4434523809523809,0.1746031746031746,0.34,0.1366666666666666,0.05,0.0537878787878787,0.0173444976076555,0.0355414398064125,0.0131578947368421,0.0,False,False,2009.0,manual,train,True,validated,,2026-05-17T16:55:42
