dataset,source_dataset,preprocessing_variant,auto_invert,sample_id,image_key,image_path,relative_image_path,group,image_number,reference_source,text_id,line_id,reference,csv_candidate_count,annotation_status,source_group,text,export_image_path,image_relpath,malaysian_split
malaysian_raw,malaysian,raw,False,LPD_056_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_056_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_056_t2_l1.png,malaysian_manual_lines — kopia\LPD_056_t2_l1.png,LPD,56,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar.,1,ok,LPD,Burung itu berada di dalam sangkar.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_056_t2_l1_raw.png,images/raw/LPD_056_t2_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_056_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_056_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_056_t2_l2.png,malaysian_manual_lines — kopia\LPD_056_t2_l2.png,LPD,56,manual_lines_annotations,2,2,Sangkar baru itu milik bapa.,1,ok,LPD,Sangkar baru itu milik bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_056_t2_l2_raw.png,images/raw/LPD_056_t2_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_057_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_057_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_057_t3_l1.png,malaysian_manual_lines — kopia\LPD_057_t3_l1.png,LPD,57,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu,1,ok,LPD,Saya suka bermain basikal pada waktu,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_057_t3_l1_raw.png,images/raw/LPD_057_t3_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_057_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_057_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_057_t3_l2.png,malaysian_manual_lines — kopia\LPD_057_t3_l2.png,LPD,57,manual_lines_annotations,3,2,lapang. Basikal itu dibeli oleh ayah saya.,1,ok,LPD,lapang. Basikal itu dibeli oleh ayah saya.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_057_t3_l2_raw.png,images/raw/LPD_057_t3_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_057_t3_l3_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_057_t3_l3.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_057_t3_l3.png,malaysian_manual_lines — kopia\LPD_057_t3_l3.png,LPD,57,manual_lines_annotations,3,3,Roda basikal saya berwarna hijau dan,1,ok,LPD,Roda basikal saya berwarna hijau dan,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_057_t3_l3_raw.png,images/raw/LPD_057_t3_l3_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_058_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_058_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_058_t1_l1.png,malaysian_manual_lines — kopia\LPD_058_t1_l1.png,LPD,58,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_058_t1_l1_raw.png,images/raw/LPD_058_t1_l1_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_059_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_059_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_059_t2_l1.png,malaysian_manual_lines — kopia\LPD_059_t2_l1.png,LPD,59,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar baru itu milik bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_059_t2_l1_raw.png,images/raw/LPD_059_t2_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_060_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_060_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_060_t3_l1.png,malaysian_manual_lines — kopia\LPD_060_t3_l1.png,LPD,60,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,1,ok,LPD,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_060_t3_l1_raw.png,images/raw/LPD_060_t3_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_060_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_060_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_060_t3_l2.png,malaysian_manual_lines — kopia\LPD_060_t3_l2.png,LPD,60,manual_lines_annotations,3,2,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,1,ok,LPD,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_060_t3_l2_raw.png,images/raw/LPD_060_t3_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_061_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_061_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_061_t1_l1.png,malaysian_manual_lines — kopia\LPD_061_t1_l1.png,LPD,61,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_061_t1_l1_raw.png,images/raw/LPD_061_t1_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_062_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_062_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_062_t2_l1.png,malaysian_manual_lines — kopia\LPD_062_t2_l1.png,LPD,62,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar baru itu,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar baru itu,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_062_t2_l1_raw.png,images/raw/LPD_062_t2_l1_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_062_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_062_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_062_t2_l2.png,malaysian_manual_lines — kopia\LPD_062_t2_l2.png,LPD,62,manual_lines_annotations,2,2,milik bapa.,1,ok,LPD,milik bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_062_t2_l2_raw.png,images/raw/LPD_062_t2_l2_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_063_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_063_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_063_t3_l1.png,malaysian_manual_lines — kopia\LPD_063_t3_l1.png,LPD,63,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang. Basikal itu,1,ok,LPD,Saya suka bermain basikal pada waktu lapang. Basikal itu,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_063_t3_l1_raw.png,images/raw/LPD_063_t3_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_063_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_063_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_063_t3_l2.png,malaysian_manual_lines — kopia\LPD_063_t3_l2.png,LPD,63,manual_lines_annotations,3,2,dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan,1,ok,LPD,dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_063_t3_l2_raw.png,images/raw/LPD_063_t3_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_063_t3_l3_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_063_t3_l3.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_063_t3_l3.png,malaysian_manual_lines — kopia\LPD_063_t3_l3.png,LPD,63,manual_lines_annotations,3,3,putih.,1,ok,LPD,putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_063_t3_l3_raw.png,images/raw/LPD_063_t3_l3_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_064_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_064_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_064_t1_l1.png,malaysian_manual_lines — kopia\LPD_064_t1_l1.png,LPD,64,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_064_t1_l1_raw.png,images/raw/LPD_064_t1_l1_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_065_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_065_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_065_t2_l1.png,malaysian_manual_lines — kopia\LPD_065_t2_l1.png,LPD,65,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar baru itu milik,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar baru itu milik,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_065_t2_l1_raw.png,images/raw/LPD_065_t2_l1_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_065_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_065_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_065_t2_l2.png,malaysian_manual_lines — kopia\LPD_065_t2_l2.png,LPD,65,manual_lines_annotations,2,2,bapa.,1,ok,LPD,bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_065_t2_l2_raw.png,images/raw/LPD_065_t2_l2_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_066_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_066_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_066_t3_l1.png,malaysian_manual_lines — kopia\LPD_066_t3_l1.png,LPD,66,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,1,ok,LPD,Saya suka bermain basikal pada waktu lapang. Basikal itu dibeli,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_066_t3_l1_raw.png,images/raw/LPD_066_t3_l1_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_066_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_066_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_066_t3_l2.png,malaysian_manual_lines — kopia\LPD_066_t3_l2.png,LPD,66,manual_lines_annotations,3,2,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,1,ok,LPD,oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_066_t3_l2_raw.png,images/raw/LPD_066_t3_l2_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_067_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_067_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_067_t1_l1.png,malaysian_manual_lines — kopia\LPD_067_t1_l1.png,LPD,67,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_067_t1_l1_raw.png,images/raw/LPD_067_t1_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_068_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_068_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_068_t2_l1.png,malaysian_manual_lines — kopia\LPD_068_t2_l1.png,LPD,68,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar baru itu milik,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar baru itu milik,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_068_t2_l1_raw.png,images/raw/LPD_068_t2_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_068_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_068_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_068_t2_l2.png,malaysian_manual_lines — kopia\LPD_068_t2_l2.png,LPD,68,manual_lines_annotations,2,2,bapa.,1,ok,LPD,bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_068_t2_l2_raw.png,images/raw/LPD_068_t2_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_069_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_069_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_069_t3_l1.png,malaysian_manual_lines — kopia\LPD_069_t3_l1.png,LPD,69,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang. Basikal itu,1,ok,LPD,Saya suka bermain basikal pada waktu lapang. Basikal itu,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_069_t3_l1_raw.png,images/raw/LPD_069_t3_l1_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_069_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_069_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_069_t3_l2.png,malaysian_manual_lines — kopia\LPD_069_t3_l2.png,LPD,69,manual_lines_annotations,3,2,dibeli oleh ayah saya. Roda basikal saya berwarna hijau,1,ok,LPD,dibeli oleh ayah saya. Roda basikal saya berwarna hijau,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_069_t3_l2_raw.png,images/raw/LPD_069_t3_l2_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_069_t3_l3_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_069_t3_l3.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_069_t3_l3.png,malaysian_manual_lines — kopia\LPD_069_t3_l3.png,LPD,69,manual_lines_annotations,3,3,dan putih.,1,ok,LPD,dan putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_069_t3_l3_raw.png,images/raw/LPD_069_t3_l3_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_070_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_070_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_070_t1_l1.png,malaysian_manual_lines — kopia\LPD_070_t1_l1.png,LPD,70,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_070_t1_l1_raw.png,images/raw/LPD_070_t1_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_071_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_071_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_071_t2_l1.png,malaysian_manual_lines — kopia\LPD_071_t2_l1.png,LPD,71,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar baru itu,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar baru itu,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_071_t2_l1_raw.png,images/raw/LPD_071_t2_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_071_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_071_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_071_t2_l2.png,malaysian_manual_lines — kopia\LPD_071_t2_l2.png,LPD,71,manual_lines_annotations,2,2,milik bapa.,1,ok,LPD,milik bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_071_t2_l2_raw.png,images/raw/LPD_071_t2_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_072_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_072_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_072_t3_l1.png,malaysian_manual_lines — kopia\LPD_072_t3_l1.png,LPD,72,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang. Basikal,1,ok,LPD,Saya suka bermain basikal pada waktu lapang. Basikal,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_072_t3_l1_raw.png,images/raw/LPD_072_t3_l1_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_072_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_072_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_072_t3_l2.png,malaysian_manual_lines — kopia\LPD_072_t3_l2.png,LPD,72,manual_lines_annotations,3,2,itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau,1,ok,LPD,itu dibeli oleh ayah saya. Roda basikal saya berwarna hijau,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_072_t3_l2_raw.png,images/raw/LPD_072_t3_l2_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_072_t3_l3_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_072_t3_l3.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_072_t3_l3.png,malaysian_manual_lines — kopia\LPD_072_t3_l3.png,LPD,72,manual_lines_annotations,3,3,dan putih.,1,ok,LPD,dan putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_072_t3_l3_raw.png,images/raw/LPD_072_t3_l3_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_073_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_073_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_073_t1_l1.png,malaysian_manual_lines — kopia\LPD_073_t1_l1.png,LPD,73,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_073_t1_l1_raw.png,images/raw/LPD_073_t1_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_074_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_074_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_074_t2_l1.png,malaysian_manual_lines — kopia\LPD_074_t2_l1.png,LPD,74,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar itu milik,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar itu milik,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_074_t2_l1_raw.png,images/raw/LPD_074_t2_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_074_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_074_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_074_t2_l2.png,malaysian_manual_lines — kopia\LPD_074_t2_l2.png,LPD,74,manual_lines_annotations,2,2,bapa.,1,ok,LPD,bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_074_t2_l2_raw.png,images/raw/LPD_074_t2_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_075_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_075_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_075_t3_l1.png,malaysian_manual_lines — kopia\LPD_075_t3_l1.png,LPD,75,manual_lines_annotations,3,1,Saya suka bermain basikal pada waku lapang.,1,ok,LPD,Saya suka bermain basikal pada waku lapang.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_075_t3_l1_raw.png,images/raw/LPD_075_t3_l1_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_075_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_075_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_075_t3_l2.png,malaysian_manual_lines — kopia\LPD_075_t3_l2.png,LPD,75,manual_lines_annotations,3,2,Basikal itu dibeli oleh ayah saya.,1,ok,LPD,Basikal itu dibeli oleh ayah saya.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_075_t3_l2_raw.png,images/raw/LPD_075_t3_l2_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_075_t3_l3_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_075_t3_l3.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_075_t3_l3.png,malaysian_manual_lines — kopia\LPD_075_t3_l3.png,LPD,75,manual_lines_annotations,3,3,Roda basikal saya berwarna hijau dan putih.,1,ok,LPD,Roda basikal saya berwarna hijau dan putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_075_t3_l3_raw.png,images/raw/LPD_075_t3_l3_raw.png,val
malaysian_raw,malaysian,raw,False,LPD_076_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_076_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_076_t1_l1.png,malaysian_manual_lines — kopia\LPD_076_t1_l1.png,LPD,76,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_076_t1_l1_raw.png,images/raw/LPD_076_t1_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_077_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_077_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_077_t2_l1.png,malaysian_manual_lines — kopia\LPD_077_t2_l1.png,LPD,77,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar baru itu milik,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar baru itu milik,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_077_t2_l1_raw.png,images/raw/LPD_077_t2_l1_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_077_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_077_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_077_t2_l2.png,malaysian_manual_lines — kopia\LPD_077_t2_l2.png,LPD,77,manual_lines_annotations,2,2,bapa.,1,ok,LPD,bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_077_t2_l2_raw.png,images/raw/LPD_077_t2_l2_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_078_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_078_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_078_t3_l1.png,malaysian_manual_lines — kopia\LPD_078_t3_l1.png,LPD,78,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang. Basikal itu,1,ok,LPD,Saya suka bermain basikal pada waktu lapang. Basikal itu,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_078_t3_l1_raw.png,images/raw/LPD_078_t3_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_078_t3_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_078_t3_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_078_t3_l2.png,malaysian_manual_lines — kopia\LPD_078_t3_l2.png,LPD,78,manual_lines_annotations,3,2,dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,1,ok,LPD,dibeli oleh ayah saya. Roda basikal saya berwarna hijau dan putih.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_078_t3_l2_raw.png,images/raw/LPD_078_t3_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_079_t1_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_079_t1_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_079_t1_l1.png,malaysian_manual_lines — kopia\LPD_079_t1_l1.png,LPD,79,manual_lines_annotations,1,1,Baju itu baru dibeli oleh emak.,1,ok,LPD,Baju itu baru dibeli oleh emak.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_079_t1_l1_raw.png,images/raw/LPD_079_t1_l1_raw.png,test
malaysian_raw,malaysian,raw,False,LPD_080_t2_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_080_t2_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_080_t2_l1.png,malaysian_manual_lines — kopia\LPD_080_t2_l1.png,LPD,80,manual_lines_annotations,2,1,Burung itu berada di dalam sangkar. Sangkar baru,1,ok,LPD,Burung itu berada di dalam sangkar. Sangkar baru,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_080_t2_l1_raw.png,images/raw/LPD_080_t2_l1_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_080_t2_l2_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_080_t2_l2.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_080_t2_l2.png,malaysian_manual_lines — kopia\LPD_080_t2_l2.png,LPD,80,manual_lines_annotations,2,2,itu milik bapa.,1,ok,LPD,itu milik bapa.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_080_t2_l2_raw.png,images/raw/LPD_080_t2_l2_raw.png,train
malaysian_raw,malaysian,raw,False,LPD_081_t3_l1_raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_081_t3_l1.png|raw,C:\Magisterka\Dataset\malaysian_manual_lines — kopia\LPD_081_t3_l1.png,malaysian_manual_lines — kopia\LPD_081_t3_l1.png,LPD,81,manual_lines_annotations,3,1,Saya suka bermain basikal pada waktu lapang.,1,ok,LPD,Saya suka bermain basikal pada waktu lapang.,C:\Magisterka\FineTuning\qwen_mixed_domain\images\raw\LPD_081_t3_l1_raw.png,images/raw/LPD_081_t3_l1_raw.png,train
